from_location;to_location;dist
9.0;13.0;3.3279
9.0;14.0;2.9844
9.0;15.0;3.0224
9.0;16.0;3.3562
9.0;17.0;1.0069
9.0;18.0;2.104
9.0;19.0;3.6223
9.0;20.0;2.1773000000000002
9.0;21.0;5.7258000000000004
10.0;0.0;10.513200000000001
10.0;1.0;1.6594
10.0;2.0;2.7553
10.0;3.0;2.0166
10.0;4.0;1.6176
10.0;5.0;3.2468000000000004
10.0;6.0;3.792
10.0;7.0;4.298100000000001
10.0;8.0;3.4428
10.0;9.0;2.3190999999999997
10.0;10.0;0.0
10.0;11.0;2.6323000000000003
10.0;12.0;2.929
10.0;13.0;4.7652
10.0;14.0;1.13
10.0;15.0;1.168
10.0;16.0;4.876
10.0;17.0;3.1841999999999997
10.0;18.0;4.2813
10.0;19.0;5.0595
10.0;20.0;4.3546000000000005
10.0;21.0;5.0247
11.0;0.0;8.0444
11.0;1.0;3.6963000000000004
11.0;2.0;2.9246999999999996
11.0;3.0;3.9141999999999997
11.0;4.0;3.5868
11.0;5.0;3.4812
11.0;6.0;3.8293000000000004
11.0;7.0;1.8293
11.0;8.0;0.974
11.0;9.0;0.8232999999999999
11.0;10.0;2.9941999999999998
11.0;11.0;0.0
11.0;12.0;0.4602
11.0;13.0;3.0364
11.0;14.0;3.1669
11.0;15.0;3.2049000000000003
11.0;16.0;3.0646999999999998
11.0;17.0;0.7153999999999999
11.0;18.0;1.8125
11.0;19.0;3.3308
11.0;20.0;1.8858
11.0;21.0;8.472
12.0;0.0;8.0209
12.0;1.0;3.8128
12.0;2.0;3.0412
12.0;3.0;4.0308
12.0;4.0;3.7033
12.0;5.0;3.5976999999999997
12.0;6.0;3.8058
12.0;7.0;1.8057
12.0;8.0;0.9505
12.0;9.0;1.0548
12.0;10.0;3.1107
12.0;11.0;0.9546
12.0;12.0;0.0
12.0;13.0;3.0129
12.0;14.0;3.2834
12.0;15.0;3.3214
12.0;16.0;3.0410999999999997
12.0;17.0;0.8846
12.0;18.0;1.3637000000000001
12.0;19.0;3.3072
12.0;20.0;1.4370999999999998
12.0;21.0;8.4485
13.0;0.0;5.8813
13.0;1.0;5.7998
13.0;2.0;2.6564
13.0;3.0;3.3408
13.0;4.0;3.665
13.0;5.0;2.0648
13.0;6.0;1.5223
13.0;7.0;1.2838
13.0;8.0;2.1594
13.0;9.0;3.6367
13.0;10.0;4.7428
13.0;11.0;3.5643000000000002
13.0;12.0;2.9623000000000004
13.0;13.0;0.0
13.0;14.0;5.2703999999999995
13.0;15.0;5.3084
13.0;16.0;2.4566999999999997
13.0;17.0;3.4944
13.0;18.0;3.3785
13.0;19.0;0.3467
13.0;20.0;3.822
13.0;21.0;3.7756
14.0;0.0;10.506
14.0;1.0;0.6606000000000001
14.0;2.0;3.1081
14.0;3.0;2.3694
14.0;4.0;1.9704000000000002
14.0;5.0;3.5997
14.0;6.0;4.1448
14.0;7.0;4.2909
14.0;8.0;3.4356
14.0;9.0;2.3119
14.0;10.0;1.3778
14.0;11.0;2.6250999999999998
14.0;12.0;2.9218
14.0;13.0;5.118
14.0;14.0;0.0
14.0;15.0;0.1693
14.0;16.0;5.228800000000001
14.0;17.0;3.177
14.0;18.0;4.274100000000001
14.0;19.0;5.4123
14.0;20.0;4.3473999999999995
14.0;21.0;5.3776
15.0;0.0;10.540799999999999
15.0;1.0;0.5373
15.0;2.0;3.1429
15.0;3.0;2.4043
15.0;4.0;2.0052
15.0;5.0;3.6345
15.0;6.0;4.179600000000001
15.0;7.0;4.325699999999999
15.0;8.0;3.4705
15.0;9.0;2.3467
15.0;10.0;1.4127
15.0;11.0;2.6599
15.0;12.0;2.9566
15.0;13.0;5.1528
15.0;14.0;0.1894
15.0;15.0;0.0
15.0;16.0;5.2636
15.0;17.0;3.2118
15.0;18.0;4.3088999999999995
15.0;19.0;5.4472
15.0;20.0;4.3822
15.0;21.0;5.4124
16.0;0.0;5.4505
16.0;1.0;6.2636
16.0;2.0;2.7928
16.0;3.0;3.4772
16.0;4.0;3.8014
16.0;5.0;3.0442
16.0;6.0;2.6703
16.0;7.0;1.4203
16.0;8.0;2.0004
16.0;9.0;3.5056
16.0;10.0;4.8792
16.0;11.0;3.4054
16.0;12.0;2.8033
16.0;13.0;2.7136
16.0;14.0;5.7343
16.0;15.0;5.7723
16.0;16.0;0.0
16.0;17.0;3.3354
16.0;18.0;2.6346
16.0;19.0;2.847
16.0;20.0;1.6588
16.0;21.0;5.8903
17.0;0.0;8.4476
17.0;1.0;4.099399999999999
17.0;2.0;3.3278000000000003
17.0;3.0;4.317399999999999
17.0;4.0;3.9899
17.0;5.0;3.8844000000000003
17.0;6.0;4.2325
17.0;7.0;2.2325
17.0;8.0;1.3772
17.0;9.0;0.8442999999999999
17.0;10.0;3.3974
17.0;11.0;0.8064
17.0;12.0;0.8633
17.0;13.0;3.4396
17.0;14.0;3.5701
17.0;15.0;3.6081
17.0;16.0;3.4679
17.0;17.0;0.0
17.0;18.0;2.2156
17.0;19.0;3.734
17.0;20.0;2.289
17.0;21.0;8.875200000000001
18.0;0.0;7.4928
18.0;1.0;5.175
18.0;2.0;3.3110999999999997
18.0;3.0;4.3006
18.0;4.0;3.3270999999999997
18.0;5.0;3.8676
18.0;6.0;3.9718
18.0;7.0;1.9718
18.0;8.0;1.1165
18.0;9.0;2.4169
18.0;10.0;4.472899999999999
18.0;11.0;2.3168
18.0;12.0;1.3637000000000001
18.0;13.0;3.1789
18.0;14.0;4.6456
18.0;15.0;4.6836
18.0;16.0;2.513
18.0;17.0;2.2468000000000004
18.0;18.0;0.0
18.0;19.0;3.4733
18.0;20.0;0.6325
18.0;21.0;7.9204
19.0;0.0;5.9193999999999996
19.0;1.0;7.4533000000000005
19.0;2.0;3.0181999999999998
19.0;3.0;4.9943
19.0;4.0;5.3185
19.0;5.0;2.4266
19.0;6.0;1.8840999999999999
19.0;7.0;1.6456
19.0;8.0;2.5212
19.0;9.0;3.9985
19.0;10.0;6.3963
19.0;11.0;3.9261999999999997
19.0;12.0;3.3241
19.0;13.0;0.3521
19.0;14.0;6.924
19.0;15.0;6.962
19.0;16.0;2.4948
19.0;17.0;3.8562
19.0;18.0;4.8359
19.0;19.0;0.0
19.0;20.0;3.8602
19.0;21.0;3.8138
20.0;0.0;7.5524
20.0;1.0;5.2346
20.0;2.0;3.3707
20.0;3.0;4.3603000000000005
20.0;4.0;3.3868
20.0;5.0;3.9272
20.0;6.0;4.0314
20.0;7.0;2.0314
20.0;8.0;1.1761
20.0;9.0;2.4766
20.0;10.0;4.5326
20.0;11.0;2.3764000000000003
20.0;12.0;1.4234
20.0;13.0;3.2386
20.0;14.0;4.7053
20.0;15.0;4.7433000000000005
20.0;16.0;2.5726999999999998
20.0;17.0;2.3064
20.0;18.0;0.6189
20.0;19.0;3.5329
20.0;20.0;0.0
20.0;21.0;7.9801
21.0;0.0;8.77
21.0;1.0;5.3816999999999995
21.0;2.0;3.1492
21.0;3.0;2.9228
21.0;4.0;3.2469
21.0;5.0;2.4562
21.0;6.0;3.0475
21.0;7.0;4.6265
21.0;8.0;5.502
21.0;9.0;5.357
21.0;10.0;4.3247
21.0;11.0;5.6701999999999995
21.0;12.0;6.305
21.0;13.0;3.4067
21.0;14.0;4.852399999999999
21.0;15.0;4.8904
21.0;16.0;5.3454
21.0;17.0;6.837
21.0;18.0;7.6865
21.0;19.0;3.5401
21.0;20.0;6.7107
21.0;21.0;0.0
