from_location;to_location;dist
6.0;36.0;6.611
6.0;37.0;5.6669
6.0;38.0;8.6041
6.0;39.0;7.638199999999999
6.0;40.0;9.399799999999999
7.0;0.0;7.589
7.0;1.0;2.1946
7.0;2.0;3.1841
7.0;3.0;2.2106
7.0;4.0;2.7511
7.0;5.0;3.0194
7.0;6.0;1.0194
7.0;7.0;0.0
7.0;8.0;1.6763
7.0;9.0;3.5521
7.0;10.0;1.8789
7.0;11.0;1.2769000000000001
7.0;12.0;2.2265
7.0;13.0;3.7248
7.0;14.0;3.7628000000000004
7.0;15.0;2.6092
7.0;16.0;1.8089000000000002
7.0;17.0;1.5471
7.0;18.0;2.5209
7.0;19.0;1.6205
7.0;20.0;5.3516
7.0;21.0;6.451899999999999
7.0;22.0;5.94
7.0;23.0;6.549
7.0;24.0;6.5266
7.0;25.0;6.1621999999999995
7.0;26.0;4.593100000000001
7.0;27.0;7.4592
7.0;28.0;4.1242
7.0;29.0;3.6745
7.0;30.0;3.9834
7.0;31.0;4.3922
7.0;32.0;8.0838
7.0;33.0;7.2776000000000005
7.0;34.0;7.0651
7.0;35.0;8.378
7.0;36.0;6.1697
7.0;37.0;6.7279
7.0;38.0;7.3833
7.0;39.0;6.4174
7.0;40.0;10.460799999999999
8.0;0.0;8.335899999999999
8.0;1.0;2.5686999999999998
8.0;2.0;3.5583
8.0;3.0;2.8084000000000002
8.0;4.0;3.1252
8.0;5.0;3.4071
8.0;6.0;2.1208
8.0;7.0;1.2655
8.0;8.0;0.0
8.0;9.0;2.8116999999999996
8.0;10.0;0.455
8.0;11.0;0.7517
8.0;12.0;3.3279
8.0;13.0;2.9844
8.0;14.0;3.0224
8.0;15.0;3.3562
8.0;16.0;1.0069
8.0;17.0;2.104
8.0;18.0;3.6223
8.0;19.0;2.1773000000000002
8.0;20.0;5.7258000000000004
8.0;21.0;6.8261
8.0;22.0;5.1995
8.0;23.0;7.2959
8.0;24.0;6.9008
8.0;25.0;5.4218
8.0;26.0;3.4325
8.0;27.0;7.8333
8.0;28.0;2.9636
8.0;29.0;4.4215
8.0;30.0;2.8228
8.0;31.0;3.5901
8.0;32.0;7.9673
8.0;33.0;7.7824
8.0;34.0;7.8121
8.0;35.0;8.2616
8.0;36.0;5.0091
8.0;37.0;7.4748
8.0;38.0;6.276
8.0;39.0;7.1643
8.0;40.0;11.2077
9.0;0.0;10.513200000000001
9.0;1.0;2.7553
9.0;2.0;2.0166
9.0;3.0;1.6176
9.0;4.0;3.2468000000000004
9.0;5.0;3.792
9.0;6.0;4.298100000000001
9.0;7.0;3.4428
9.0;8.0;2.3190999999999997
9.0;9.0;0.0
9.0;10.0;2.6323000000000003
9.0;11.0;2.929
9.0;12.0;4.7652
9.0;13.0;1.13
9.0;14.0;1.168
9.0;15.0;4.876
9.0;16.0;3.1841999999999997
9.0;17.0;4.2813
9.0;18.0;5.0595
9.0;19.0;4.3546000000000005
9.0;20.0;5.0247
9.0;21.0;6.125100000000001
9.0;22.0;2.8836999999999997
9.0;23.0;9.4732
9.0;24.0;6.1998
9.0;25.0;3.106
9.0;26.0;5.7186
9.0;27.0;6.5869
9.0;28.0;5.2497
9.0;29.0;6.5988
9.0;30.0;5.108899999999999
9.0;31.0;5.767399999999999
9.0;32.0;5.6515
9.0;33.0;5.466600000000001
9.0;34.0;9.9894
9.0;35.0;5.9458
9.0;36.0;7.2951999999999995
9.0;37.0;9.6521
9.0;38.0;8.453299999999999
9.0;39.0;9.3416
9.0;40.0;13.385
10.0;0.0;8.0444
10.0;1.0;2.9246999999999996
10.0;2.0;3.9141999999999997
10.0;3.0;3.5868
10.0;4.0;3.4812
10.0;5.0;3.8293000000000004
10.0;6.0;1.8293
10.0;7.0;0.974
10.0;8.0;0.8232999999999999
10.0;9.0;2.9941999999999998
10.0;10.0;0.0
10.0;11.0;0.4602
10.0;12.0;3.0364
10.0;13.0;3.1669
10.0;14.0;3.2049000000000003
10.0;15.0;3.0646999999999998
10.0;16.0;0.7153999999999999
10.0;17.0;1.8125
10.0;18.0;3.3308
10.0;19.0;1.8858
10.0;20.0;8.472
10.0;21.0;9.5724
10.0;22.0;5.382
10.0;23.0;7.0043999999999995
10.0;24.0;9.6471
10.0;25.0;5.6043
10.0;26.0;3.4995
10.0;27.0;10.410200000000001
10.0;28.0;3.0305999999999997
10.0;29.0;4.13
10.0;30.0;2.8898
10.0;31.0;3.2986
10.0;32.0;8.149899999999999
10.0;33.0;7.965
10.0;34.0;7.5206
10.0;35.0;8.4441
10.0;36.0;5.0761
10.0;37.0;7.1833
10.0;38.0;5.9845
10.0;39.0;6.8728
10.0;40.0;10.9162
11.0;0.0;8.0209
11.0;1.0;3.0412
11.0;2.0;4.0308
11.0;3.0;3.7033
11.0;4.0;3.5976999999999997
11.0;5.0;3.8058
11.0;6.0;1.8057
11.0;7.0;0.9505
11.0;8.0;1.0548
11.0;9.0;3.1107
11.0;10.0;0.9546
11.0;11.0;0.0
11.0;12.0;3.0129
11.0;13.0;3.2834
11.0;14.0;3.3214
11.0;15.0;3.0410999999999997
11.0;16.0;0.8846
11.0;17.0;1.3637000000000001
11.0;18.0;3.3072
11.0;19.0;1.4370999999999998
11.0;20.0;8.4485
11.0;21.0;9.5488
11.0;22.0;5.498600000000001
11.0;23.0;6.980899999999999
11.0;24.0;9.6235
11.0;25.0;5.7208000000000006
11.0;26.0;3.6687
11.0;27.0;10.386700000000001
11.0;28.0;3.1999
11.0;29.0;4.1365
11.0;30.0;3.0591
11.0;31.0;2.9934000000000003
11.0;32.0;8.266399999999999
11.0;33.0;8.0815
11.0;34.0;7.497
11.0;35.0;8.5606
11.0;36.0;5.2453
11.0;37.0;7.1597
11.0;38.0;5.6793000000000005
11.0;39.0;6.8793999999999995
11.0;40.0;10.8926
12.0;0.0;5.8813
12.0;1.0;2.6564
12.0;2.0;3.3408
12.0;3.0;3.665
12.0;4.0;2.0648
12.0;5.0;1.5223
12.0;6.0;1.2838
12.0;7.0;2.1594
12.0;8.0;3.6367
12.0;9.0;4.7428
12.0;10.0;3.5643000000000002
12.0;11.0;2.9623000000000004
12.0;12.0;0.0
12.0;13.0;5.2703999999999995
12.0;14.0;5.3084
12.0;15.0;2.4566999999999997
12.0;16.0;3.4944
12.0;17.0;3.3785
12.0;18.0;0.3467
12.0;19.0;3.822
12.0;20.0;3.7756
12.0;21.0;4.876
12.0;22.0;9.149
12.0;23.0;4.8413
12.0;24.0;4.950699999999999
12.0;25.0;9.2347
12.0;26.0;6.2785
12.0;27.0;5.7138
12.0;28.0;5.8096000000000005
12.0;29.0;5.5175
12.0;30.0;5.6688
12.0;31.0;7.0644
12.0;32.0;7.2396
12.0;33.0;10.1522
12.0;34.0;5.3575
12.0;35.0;7.5339
12.0;36.0;7.8551
12.0;37.0;5.247
12.0;38.0;7.9574
12.0;39.0;6.9915
12.0;40.0;8.7531
13.0;0.0;10.506
13.0;1.0;3.1081
13.0;2.0;2.3694
13.0;3.0;1.9704000000000002
13.0;4.0;3.5997
13.0;5.0;4.1448
13.0;6.0;4.2909
13.0;7.0;3.4356
13.0;8.0;2.3119
13.0;9.0;1.3778
13.0;10.0;2.6250999999999998
13.0;11.0;2.9218
13.0;12.0;5.118
13.0;13.0;0.0
13.0;14.0;0.1693
13.0;15.0;5.228800000000001
13.0;16.0;3.177
13.0;17.0;4.274100000000001
13.0;18.0;5.4123
13.0;19.0;4.3473999999999995
13.0;20.0;5.3776
13.0;21.0;6.4779
13.0;22.0;3.3039
13.0;23.0;9.466
13.0;24.0;6.5526
13.0;25.0;3.5262
13.0;26.0;5.711399999999999
13.0;27.0;7.605300000000001
13.0;28.0;5.2426
13.0;29.0;6.591600000000001
13.0;30.0;5.1017
13.0;31.0;5.7602
13.0;32.0;6.669899999999999
13.0;33.0;6.3486
13.0;34.0;9.9822
13.0;35.0;6.9642
13.0;36.0;7.288
13.0;37.0;9.6449
13.0;38.0;8.4461
13.0;39.0;9.3345
13.0;40.0;13.377799999999999
14.0;0.0;10.540799999999999
14.0;1.0;3.1429
14.0;2.0;2.4043
14.0;3.0;2.0052
14.0;4.0;3.6345
14.0;5.0;4.179600000000001
14.0;6.0;4.325699999999999
14.0;7.0;3.4705
14.0;8.0;2.3467
14.0;9.0;1.4127
14.0;10.0;2.6599
14.0;11.0;2.9566
14.0;12.0;5.1528
14.0;13.0;0.1894
14.0;14.0;0.0
14.0;15.0;5.2636
14.0;16.0;3.2118
14.0;17.0;4.3088999999999995
14.0;18.0;5.4472
14.0;19.0;4.3822
14.0;20.0;5.4124
14.0;21.0;6.5127
14.0;22.0;3.4463000000000004
14.0;23.0;9.5008
14.0;24.0;6.5874
14.0;25.0;3.6685
14.0;26.0;5.7462
14.0;27.0;7.5037
14.0;28.0;5.277399999999999
14.0;29.0;6.626399999999999
14.0;30.0;5.1366000000000005
14.0;31.0;5.795100000000001
14.0;32.0;6.5683
14.0;33.0;6.3834
14.0;34.0;10.017
14.0;35.0;6.8626000000000005
14.0;36.0;7.3228
14.0;37.0;9.6797
14.0;38.0;8.4809
14.0;39.0;9.369299999999999
14.0;40.0;13.412600000000001
15.0;0.0;5.4505
15.0;1.0;2.7928
15.0;2.0;3.4772
15.0;3.0;3.8014
15.0;4.0;3.0442
15.0;5.0;2.6703
15.0;6.0;1.4203
15.0;7.0;2.0004
15.0;8.0;3.5056
15.0;9.0;4.8792
15.0;10.0;3.4054
15.0;11.0;2.8033
15.0;12.0;2.7136
15.0;13.0;5.7343
15.0;14.0;5.7723
15.0;15.0;0.0
15.0;16.0;3.3354
15.0;17.0;2.6346
15.0;18.0;2.847
15.0;19.0;1.6588
15.0;20.0;5.8903
15.0;21.0;6.990600000000001
15.0;22.0;11.2637
15.0;23.0;4.4105
15.0;24.0;7.065300000000001
15.0;25.0;11.3493
15.0;26.0;6.1196
15.0;27.0;7.8285
15.0;28.0;5.6507
15.0;29.0;3.3543000000000003
15.0;30.0;5.5099
15.0;31.0;4.9012
15.0;32.0;9.354299999999999
15.0;33.0;12.2669
15.0;34.0;4.9266000000000005
15.0;35.0;9.6485
15.0;36.0;7.6962
15.0;37.0;4.589300000000001
15.0;38.0;7.5265
15.0;39.0;6.5606
15.0;40.0;8.3222
16.0;0.0;8.4476
16.0;1.0;3.3278000000000003
16.0;2.0;4.317399999999999
16.0;3.0;3.9899
16.0;4.0;3.8844000000000003
16.0;5.0;4.2325
16.0;6.0;2.2325
16.0;7.0;1.3772
16.0;8.0;0.8442999999999999
16.0;9.0;3.3974
16.0;10.0;0.8064
16.0;11.0;0.8633
16.0;12.0;3.4396
16.0;13.0;3.5701
16.0;14.0;3.6081
16.0;15.0;3.4679
16.0;16.0;0.0
16.0;17.0;2.2156
16.0;18.0;3.734
16.0;19.0;2.289
16.0;20.0;8.875200000000001
16.0;21.0;9.9755
16.0;22.0;5.7852
16.0;23.0;7.4076
16.0;24.0;10.0502
16.0;25.0;6.0075
16.0;26.0;3.0225999999999997
16.0;27.0;10.8134
16.0;28.0;2.5536999999999996
16.0;29.0;4.5331
16.0;30.0;2.4129
16.0;31.0;3.5298000000000003
16.0;32.0;8.553
16.0;33.0;8.3681
16.0;34.0;7.9237
16.0;35.0;8.847299999999999
16.0;36.0;4.5992
16.0;37.0;7.5865
16.0;38.0;6.2156
16.0;39.0;7.276
16.0;40.0;11.3194
17.0;0.0;7.4928
17.0;1.0;3.3110999999999997
17.0;2.0;4.3006
17.0;3.0;3.3270999999999997
17.0;4.0;3.8676
17.0;5.0;3.9718
17.0;6.0;1.9718
17.0;7.0;1.1165
17.0;8.0;2.4169
17.0;9.0;4.472899999999999
17.0;10.0;2.3168
17.0;11.0;1.3637000000000001
17.0;12.0;3.1789
17.0;13.0;4.6456
17.0;14.0;4.6836
17.0;15.0;2.513
17.0;16.0;2.2468000000000004
17.0;17.0;0.0
17.0;18.0;3.4733
17.0;19.0;0.6325
17.0;20.0;7.9204
17.0;21.0;9.020700000000001
17.0;22.0;6.8607
17.0;23.0;6.4528
17.0;24.0;9.0954
17.0;25.0;7.083
17.0;26.0;5.0309
17.0;27.0;9.858600000000001
17.0;28.0;4.5621
17.0;29.0;3.1735
17.0;30.0;4.4212
17.0;31.0;3.4385
17.0;32.0;11.3844
17.0;33.0;8.3941
17.0;34.0;6.9689
17.0;35.0;11.678600000000001
17.0;36.0;6.6075
17.0;37.0;6.6316999999999995
17.0;38.0;6.1243
17.0;39.0;5.916399999999999
17.0;40.0;6.3907
18.0;0.0;5.9193999999999996
18.0;1.0;3.0181999999999998
18.0;2.0;4.9943
18.0;3.0;5.3185
18.0;4.0;2.4266
18.0;5.0;1.8840999999999999
18.0;6.0;1.6456
18.0;7.0;2.5212
18.0;8.0;3.9985
18.0;9.0;6.3963
18.0;10.0;3.9261999999999997
18.0;11.0;3.3241
18.0;12.0;0.3521
18.0;13.0;6.924
18.0;14.0;6.962
18.0;15.0;2.4948
18.0;16.0;3.8562
18.0;17.0;4.8359
18.0;18.0;0.0
18.0;19.0;3.8602
18.0;20.0;3.8138
18.0;21.0;4.9141
18.0;22.0;9.1872
18.0;23.0;4.8793999999999995
18.0;24.0;4.9888
18.0;25.0;9.2728
18.0;26.0;6.6403
18.0;27.0;5.7519
18.0;28.0;6.1715
18.0;29.0;5.5556
18.0;30.0;6.030600000000001
18.0;31.0;7.102600000000001
18.0;32.0;7.277699999999999
18.0;33.0;10.1904
18.0;34.0;5.3956
18.0;35.0;7.572
18.0;36.0;8.216899999999999
18.0;37.0;5.2852
18.0;38.0;7.9955
18.0;39.0;7.0296
18.0;40.0;8.7912
19.0;0.0;7.5524
19.0;1.0;3.3707
19.0;2.0;4.3603000000000005
19.0;3.0;3.3868
19.0;4.0;3.9272
19.0;5.0;4.0314
19.0;6.0;2.0314
19.0;7.0;1.1761
19.0;8.0;2.4766
19.0;9.0;4.5326
19.0;10.0;2.3764000000000003
19.0;11.0;1.4234
19.0;12.0;3.2386
19.0;13.0;4.7053
19.0;14.0;4.7433000000000005
19.0;15.0;2.5726999999999998
19.0;16.0;2.3064
19.0;17.0;0.6189
19.0;18.0;3.5329
19.0;19.0;0.0
19.0;20.0;7.9801
19.0;21.0;9.0804
19.0;22.0;6.9204
19.0;23.0;6.5123999999999995
19.0;24.0;9.155100000000001
19.0;25.0;7.1427
19.0;26.0;5.0906
19.0;27.0;9.9182
19.0;28.0;4.6217
19.0;29.0;3.0452
19.0;30.0;4.480899999999999
19.0;31.0;3.3102
19.0;32.0;11.444
19.0;33.0;8.453700000000001
19.0;34.0;7.0286
19.0;35.0;11.738299999999999
19.0;36.0;6.6672
19.0;37.0;6.6913
19.0;38.0;5.996
19.0;39.0;5.7881
19.0;40.0;6.2623999999999995
20.0;0.0;8.77
20.0;1.0;3.1492
20.0;2.0;2.9228
20.0;3.0;3.2469
20.0;4.0;2.4562
20.0;5.0;3.0475
20.0;6.0;4.6265
20.0;7.0;5.502
20.0;8.0;5.357
20.0;9.0;4.3247
20.0;10.0;5.6701999999999995
20.0;11.0;6.305
20.0;12.0;3.4067
20.0;13.0;4.852399999999999
20.0;14.0;4.8904
20.0;15.0;5.3454
20.0;16.0;6.837
20.0;17.0;7.6865
20.0;18.0;3.5401
20.0;19.0;6.7107
20.0;20.0;0.0
20.0;21.0;2.1815
20.0;22.0;7.0687
20.0;23.0;7.73
20.0;24.0;2.2561999999999998
20.0;25.0;7.1543
20.0;26.0;9.6212
20.0;27.0;3.0193000000000003
20.0;28.0;9.152299999999999
20.0;29.0;8.4062
20.0;30.0;9.0115
20.0;31.0;9.953100000000001
20.0;32.0;5.1592
20.0;33.0;8.0719
20.0;34.0;8.2461
20.0;35.0;5.4535
20.0;36.0;11.197799999999999
20.0;37.0;8.1357
20.0;38.0;10.8461
20.0;39.0;9.8801
20.0;40.0;11.6418
21.0;0.0;9.4156
21.0;1.0;3.7948000000000004
21.0;2.0;3.5684
21.0;3.0;3.8926
21.0;4.0;3.1018000000000003
21.0;5.0;3.6932
21.0;6.0;5.2721
21.0;7.0;6.147600000000001
21.0;8.0;6.0027
21.0;9.0;4.9704
21.0;10.0;6.3159
21.0;11.0;6.9506000000000006
21.0;12.0;4.0523
21.0;13.0;5.498
21.0;14.0;5.536
21.0;15.0;5.991
21.0;16.0;7.4826999999999995
21.0;17.0;8.3321
21.0;18.0;4.1857
21.0;19.0;7.3563
21.0;20.0;0.6686
21.0;21.0;0.0
21.0;22.0;7.714300000000001
21.0;23.0;8.3756
21.0;24.0;1.2155
21.0;25.0;7.7999
21.0;26.0;10.2668
21.0;27.0;2.753
21.0;28.0;9.7979
21.0;29.0;9.0518
21.0;30.0;9.6571
21.0;31.0;10.598700000000001
21.0;32.0;4.8729
21.0;33.0;8.7175
21.0;34.0;8.8918
21.0;35.0;5.1672
21.0;36.0;11.843399999999999
21.0;37.0;8.7813
21.0;38.0;11.491700000000002
21.0;39.0;10.525799999999998
21.0;40.0;12.2874
22.0;0.0;13.5399
22.0;1.0;5.0255
22.0;2.0;4.2868
22.0;3.0;3.8878000000000004
22.0;4.0;6.2565
22.0;5.0;6.8478
22.0;6.0;6.5262
22.0;7.0;6.047
22.0;8.0;4.9232
22.0;9.0;2.7191
22.0;10.0;5.2364
22.0;11.0;5.5331
22.0;12.0;8.1767
22.0;13.0;3.3253000000000004
22.0;14.0;3.4475
22.0;15.0;10.1153
22.0;16.0;5.7883000000000004
22.0;17.0;6.8854
22.0;18.0;8.3101
22.0;19.0;6.9588
22.0;20.0;6.6016
22.0;21.0;7.702
22.0;22.0;0.0
22.0;23.0;12.4999
22.0;24.0;6.836600000000001
22.0;25.0;0.8779
22.0;26.0;8.322799999999999
22.0;27.0;5.9266000000000005
22.0;28.0;7.853899999999999
22.0;29.0;13.1761
22.0;30.0;10.7094
22.0;31.0;8.3716
22.0;32.0;4.9912
22.0;33.0;2.9604
22.0;34.0;13.0161
22.0;35.0;5.285399999999999
22.0;36.0;13.5274
22.0;37.0;12.9056
22.0;38.0;15.616
22.0;39.0;14.6501
22.0;40.0;16.4117
23.0;0.0;1.5069000000000001
23.0;1.0;6.0085
23.0;2.0;6.998
23.0;3.0;6.0245
23.0;4.0;7.386
23.0;5.0;6.8436
23.0;6.0;4.2563
23.0;7.0;3.8139000000000003
23.0;8.0;5.319100000000001
23.0;9.0;7.375
23.0;10.0;5.2189
23.0;11.0;4.689
23.0;12.0;5.3853
23.0;13.0;7.5478000000000005
23.0;14.0;7.5858
23.0;15.0;3.9623000000000004
23.0;16.0;5.148899999999999
23.0;17.0;3.7537
23.0;18.0;5.5187
23.0;19.0;3.6151
23.0;20.0;8.562
23.0;21.0;9.6623
23.0;22.0;13.9354
23.0;23.0;0.0
23.0;24.0;9.737
23.0;25.0;14.021
23.0;26.0;9.0564
23.0;27.0;10.500200000000001
23.0;28.0;8.4278
23.0;29.0;1.4787000000000001
23.0;30.0;7.3233999999999995
23.0;31.0;3.6151
23.0;32.0;12.026
23.0;33.0;14.938600000000001
23.0;34.0;0.983
23.0;35.0;12.320200000000002
23.0;36.0;12.566600000000001
23.0;37.0;6.947
23.0;38.0;3.3054
23.0;39.0;2.3395
23.0;40.0;2.8138
24.0;0.0;10.3218
24.0;1.0;4.701
24.0;2.0;4.4745
24.0;3.0;4.7987
24.0;4.0;4.008
24.0;5.0;4.5993
24.0;6.0;6.1783
24.0;7.0;7.0538
24.0;8.0;6.9088
24.0;9.0;5.8765
24.0;10.0;7.222
24.0;11.0;7.8567
24.0;12.0;4.9585
24.0;13.0;6.4041999999999994
24.0;14.0;6.4422
24.0;15.0;6.8971
24.0;16.0;8.3888
24.0;17.0;9.2382
24.0;18.0;5.0919
24.0;19.0;8.2625
24.0;20.0;1.5747
24.0;21.0;1.8553
24.0;22.0;6.829
24.0;23.0;9.2817
24.0;24.0;0.0
24.0;25.0;6.9147
24.0;26.0;11.173
24.0;27.0;1.8182
24.0;28.0;10.7041
24.0;29.0;9.9579
24.0;30.0;10.5633
24.0;31.0;11.5049
24.0;32.0;3.9381999999999997
24.0;33.0;7.832199999999999
24.0;34.0;9.7979
