from_location;to_location;dist
13.0;9.0;1.3778
13.0;10.0;2.6250999999999998
13.0;11.0;2.9218
13.0;12.0;5.118
13.0;13.0;0.0
13.0;14.0;0.1693
13.0;15.0;5.228800000000001
13.0;16.0;3.177
13.0;17.0;4.274100000000001
13.0;18.0;5.4123
13.0;19.0;4.3473999999999995
13.0;20.0;5.3776
14.0;0.0;10.540799999999999
14.0;1.0;3.1429
14.0;2.0;2.4043
14.0;3.0;2.0052
14.0;4.0;3.6345
14.0;5.0;4.179600000000001
14.0;6.0;4.325699999999999
14.0;7.0;3.4705
14.0;8.0;2.3467
14.0;9.0;1.4127
14.0;10.0;2.6599
14.0;11.0;2.9566
14.0;12.0;5.1528
14.0;13.0;0.1894
14.0;14.0;0.0
14.0;15.0;5.2636
14.0;16.0;3.2118
14.0;17.0;4.3088999999999995
14.0;18.0;5.4472
14.0;19.0;4.3822
14.0;20.0;5.4124
15.0;0.0;5.4505
15.0;1.0;2.7928
15.0;2.0;3.4772
15.0;3.0;3.8014
15.0;4.0;3.0442
15.0;5.0;2.6703
15.0;6.0;1.4203
15.0;7.0;2.0004
15.0;8.0;3.5056
15.0;9.0;4.8792
15.0;10.0;3.4054
15.0;11.0;2.8033
15.0;12.0;2.7136
15.0;13.0;5.7343
15.0;14.0;5.7723
15.0;15.0;0.0
15.0;16.0;3.3354
15.0;17.0;2.6346
15.0;18.0;2.847
15.0;19.0;1.6588
15.0;20.0;5.8903
16.0;0.0;8.4476
16.0;1.0;3.3278000000000003
16.0;2.0;4.317399999999999
16.0;3.0;3.9899
16.0;4.0;3.8844000000000003
16.0;5.0;4.2325
16.0;6.0;2.2325
16.0;7.0;1.3772
16.0;8.0;0.8442999999999999
16.0;9.0;3.3974
16.0;10.0;0.8064
16.0;11.0;0.8633
16.0;12.0;3.4396
16.0;13.0;3.5701
16.0;14.0;3.6081
16.0;15.0;3.4679
16.0;16.0;0.0
16.0;17.0;2.2156
16.0;18.0;3.734
16.0;19.0;2.289
16.0;20.0;8.875200000000001
17.0;0.0;7.4928
17.0;1.0;3.3110999999999997
17.0;2.0;4.3006
17.0;3.0;3.3270999999999997
17.0;4.0;3.8676
17.0;5.0;3.9718
17.0;6.0;1.9718
17.0;7.0;1.1165
17.0;8.0;2.4169
17.0;9.0;4.472899999999999
17.0;10.0;2.3168
17.0;11.0;1.3637000000000001
17.0;12.0;3.1789
17.0;13.0;4.6456
17.0;14.0;4.6836
17.0;15.0;2.513
17.0;16.0;2.2468000000000004
17.0;17.0;0.0
17.0;18.0;3.4733
17.0;19.0;0.6325
17.0;20.0;7.9204
18.0;0.0;5.9193999999999996
18.0;1.0;3.0181999999999998
18.0;2.0;4.9943
18.0;3.0;5.3185
18.0;4.0;2.4266
18.0;5.0;1.8840999999999999
18.0;6.0;1.6456
18.0;7.0;2.5212
18.0;8.0;3.9985
18.0;9.0;6.3963
18.0;10.0;3.9261999999999997
18.0;11.0;3.3241
18.0;12.0;0.3521
18.0;13.0;6.924
18.0;14.0;6.962
18.0;15.0;2.4948
18.0;16.0;3.8562
18.0;17.0;4.8359
18.0;18.0;0.0
18.0;19.0;3.8602
18.0;20.0;3.8138
19.0;0.0;7.5524
19.0;1.0;3.3707
19.0;2.0;4.3603000000000005
19.0;3.0;3.3868
19.0;4.0;3.9272
19.0;5.0;4.0314
19.0;6.0;2.0314
19.0;7.0;1.1761
19.0;8.0;2.4766
19.0;9.0;4.5326
19.0;10.0;2.3764000000000003
19.0;11.0;1.4234
19.0;12.0;3.2386
19.0;13.0;4.7053
19.0;14.0;4.7433000000000005
19.0;15.0;2.5726999999999998
19.0;16.0;2.3064
19.0;17.0;0.6189
19.0;18.0;3.5329
19.0;19.0;0.0
19.0;20.0;7.9801
20.0;0.0;8.77
20.0;1.0;3.1492
20.0;2.0;2.9228
20.0;3.0;3.2469
20.0;4.0;2.4562
20.0;5.0;3.0475
20.0;6.0;4.6265
20.0;7.0;5.502
20.0;8.0;5.357
20.0;9.0;4.3247
20.0;10.0;5.6701999999999995
20.0;11.0;6.305
20.0;12.0;3.4067
20.0;13.0;4.852399999999999
20.0;14.0;4.8904
20.0;15.0;5.3454
20.0;16.0;6.837
20.0;17.0;7.6865
20.0;18.0;3.5401
20.0;19.0;6.7107
20.0;20.0;0.0
